asn,cti,hegemony
7349,0.0,9.39882731963e-07
50607,0.0,9.32159943433e-07
33666,0.0,1.50366083701e-07
37492,0.0,5.89809081602e-08
13046,0.0,3.18066988437e-07
18734,0.0,2.36348235145e-06
56665,0.0,1.37252139355e-07
27325,0.0,8.32807484018e-08
12969,0.0,1.90196901175e-07
47474,0.0,5.0731019749e-06
56704,0.0,1.5012789981e-07
39533,0.0,5.59462498388e-07
45204,0.0,3.04403714991e-08
33544,0.0,4.40787080758e-06
4609,0.0,1.21762739854e-07
54004,0.0,2.21432860294e-06
41750,0.0,1.50714767659e-07
14259,0.0,1.21758263948e-07
64112,0.0,4.35912533388e-08
19905,0.0,2.85918845074e-07
28884,0.0,3.79952287159e-07
58463,0.0,1.9502626846e-06
38158,0.0,4.34254144006e-06
52233,0.0,1.50719746753e-07
38794,0.0,6.59740746629e-08
9848,0.0,2.09949451384e-06
31863,0.0,4.02174011708e-06
22911,0.0,2.1045519275e-06
17457,0.0,2.05599347616e-08
20860,0.0,1.07223232243e-07
60171,0.0,2.51877302042e-08
5645,0.0,3.45747086139e-07
201935,0.0,9.6046410565e-08
11172,0.0,4.12637649204e-06
14201,0.0,3.8306529347e-07
14551,0.0,8.43594538648e-07
24534,0.0,7.49873705773e-08
25899,0.0,5.9054683854e-10
6181,0.0,4.32946088799e-06
22402,0.0,4.07973586344e-07
262202,0.0,8.50370090819e-07
20141,0.0,1.87976546391e-06
10075,0.0,3.04406849636e-08
40065,0.0,4.81403350515e-07
34549,0.0,1.76885116186e-05
27947,0.0,1.21762739854e-07
139076,0.0,1.03564528866e-07
199484,0.0,2.36933265015e-06
27759,0.0,1.81165410812e-07
48964,0.0,4.01496529799e-09
7583,0.0,3.48063996505e-08
33489,0.0,1.50366083701e-07
10770,0.0,7.52656697466e-08
20055,0.0,2.21623182363e-07
12089,0.0,7.97754268812e-07
38340,0.0,6.57917912374e-07
62955,0.0,2.19305970791e-06
7552,0.0,4.67831396098e-06
703-MCI Communications Services Inc. d/b,0.0001,7.82843403767e-05
59796-Storm Systems LLC,0.00707,0.0198104312661
2914-NTT America Inc.,0.02585,0.0856978991089
59605-MENA LEVANT W.L.L,0.00184,0.00248764033374
51375-VIVA Bahrain BSC Closed,0.0001,8.0596486485e-05
3216-PJSC "Vimpelcom",0.00012,0.0
6939-Hurricane Electric Inc.,0.00317,0.00585550676073
25122-GULFSATCOMMUNICATIONS COMPANY K.S.C.,0.00065,0.000652526778645
8781-Ooredoo Q.S.C.,1e-05,4.04355665726e-06
42705-Talia Limited,0.00064,0.000838825189793
3223-Voxility S.R.L.,0.00125,0.00413040665061
15412-Reliance Globalcom Limited,0.00047,0.000578011572501
11164-Internet2,1e-05,0.0
21050-Fast Telecommunications Company W.L.,0.00011,0.000263323209324
22351-INTELSAT GLOBAL SERVICE CORPORATION,0.00072,0.000282735565054
41689-Asiatech Data Transfer Inc PLC,0.00037,0.00130505355729
20080-Florida International University,0.0,0.0
200485-Nass Al Iraq Company for General Tra,0.00325,0.00489395083983
48159-Telecommunication Infrastructure Com,0.0001,0.00101177553152
9155-QualityNet General Trading & Contrac,0.00175,0.00130526663576
4230-CLARO S.A.,1e-05,2.13079933566e-07
42745-Safe Value Limited,0.00139,0.00347787987196
20562-Broadband Hosting B.V,0.00017,0.000115068077216
34984-TELLCOM ILETISIM HIZMETLERI A.S.,0.00226,0.00901537173617
203735-unknown,0.0036,0.00058727410078
99999-IQ,0.0,0.0
2516-KDDI CORPORATION,1e-05,9.17158783413e-07
202699-Asser Al-Technologia Information Tec,0.00085,0.00130505355729
39216-AL-SARD FIBER Co. for Internet Fiber,0.04555,0.0666099983581
12389-PJSC Rostelecom,0.00033,0.000138897781569
12200-Rackspace Hosting,6e-05,8.6341188914e-05
4913-Harris CapRock Communications Inc.,0.0001,0.000185755798301
209565-unknown,0.01851,0.011521353078
57958-ALASAS COMPANY FOR TELECOMMUNICATION,0.00021,0.000326263389323
37468-Angola Cables,7e-05,8.52316804359e-07
8218-Zayo France SAS,1e-05,0.0
210021-unknown,0.00109,0.00146818525195
56687-Nimad Rah Khoozestan PLC,0.00052,0.000768778677396
50673-Serverius Holding B.V.,0.00042,0.000837348540369
19084-ColoUp,0.00017,0.00031445408682
205473-SAWAD LAND for Information Technolog,0.00208,0.00593991288208
60849-iLevant FZE,1e-05,0.000134343748544
56484-FastIraq LLC,0.00787,0.00869626255409
20764-CJSC RASCOM,0.00027,6.76055812701e-05
39273-Kalaam Telecom Bahrain B.S.C.,0.00043,0.000304933164163
60725-O3b Sales BV,0.00022,2.78229128539e-05
47973-Digital Realty Netherlands B.V.,3e-05,1.90446001408e-07
204473-unknown,0.00014,0.0
5580-Hibernia Networks (Netherlands) BV,1e-05,0.0
39533-Asympto Networks Kft.,3e-05,0.00029726955095
36086-Telx,2e-05,3.02624636231e-05
199524-G-Core Labs S.A.,0.00102,0.00573676188632
206893-Storm Networks for internet service ,0.0,0.0
6762-TELECOM ITALIA SPARKLE S.p.A.,0.04756,0.00978980127365
198589-Al-Jazeera Al-Arabiya Company for Co,0.00314,0.00363381365092
201749-unknown,0.00314,0.00412555489134
8966-Emirates Telecommunications Corporat,0.00076,0.000940096590031
59458-Pure Line Co. For Telecommunications,0.00021,0.000326263389322
58057-TeleMontazh Ltd.,0.00011,0.000158643925789
3257-GTT Communications Inc.,0.00216,0.0033445325206
6663-Euroweb Romania S.A.,0.00047,0.00191424218308
35753-Integrated Telecom Co. Ltd,0.08978,0.00113448506309
2852-CESNET z.s.p.o.,0.0,0.0
61218-FM GROUP WORLD Artur Trawinski Sp.zo,9e-05,0.000154470201978
2603-NORDUnet,1e-05,0.0
8612-Tiscali Italia S.P.A.,2e-05,0.000100462226732
49666-Telecommunication Infrastructure Com,0.00033,0.00163131694661
28917-LLC "TRC FIORD",0.00021,0.0
29357-National Mobile Telecommunications C,0.0,7.58801533492e-06
9009-M247 Ltd,0.01395,0.0208808569166
3225-Gulfnet Kuwait,0.00021,0.00038659594045
30362-Hawaii Pacific Teleport LP,2e-05,5.34486385584e-05
16265-LeaseWeb Network B.V.,0.00018,0.0
41095-IPTP LTD,4e-05,1.13159240774e-07
33891-Core-Backbone GmbH,0.00012,4.56544354231e-05
57588-Hayat for Internet & communication L,0.00429,0.00666971094151
6461-Zayo Bandwidth,0.00031,0.000468126776669
7474-Optus Vision,4e-05,5.57520726992e-06
3303-Swisscom (Switzerland) Ltd,1e-05,8.99473003145e-06
4922-Shentel Communications LLC,2e-05,8.09965905197e-05
197882-Tarin General Trading and Setting Up,0.00107,0.000865504268896
8932-Ucom LLC,0.0145,0.0303511382078
3267-State Institute of Information Techn,1e-05,0.0
203217-Horizon Scope Mobile Telecom WLL,0.01046,0.00830963629467
49832-FotoLab Ltd,0.01152,0.0716138386317
43754-Asiatech Data Transfer Inc PLC,0.00055,0.00130505355729
36352-ColoCrossing,0.00012,0.00031445408682
42652-inexio Informationstechnologie und T,0.00828,0.0123980087943
12956-Telefonica International Wholesale S,0.0003,6.58792945027e-06
203459-AL-MARAJ AL-ALAMIYA Co,0.00129,0.00206633479904
34929-unknown,0.00012,0.00973506996207
37497-Network Platforms (PTY) LTD,0.00387,0.00391516067187
210194-unknown,0.00021,0.000326263389322
4637-Telstra Global - Customer AS Number,0.00023,0.000381573523162
44217-IQ Networks,0.02737,0.0721536455416
21277-Newroz Telecom Ltd.,0.04824,0.0816041761799
200612-Gulf Bridge International Inc.,8e-05,0.000267564346284
21320-GEANT Limited,2e-05,0.0
47872-Sofia Connect EAD,0.00405,0.0
3356-Level 3 Communications Inc.,0.15175,0.268097807662
2497-Internet Initiative Japan Inc.,1e-05,1.13540565569e-06
286-KPN B.V.,0.00036,0.000116270007434
52320-GlobeNet Cabos Submarinos Colombia S,0.00042,0.0
48832-Linkdotnet-Jordan,0.00233,0.0
4826-Vocus Communications,6e-05,0.000123817331847
51018-Goran Net ISP Ltd.,0.00065,0.000362514877025
24961-myLoc managed IT AG,4e-05,0.000130441435275
6830-Liberty Global Operations B.V.,4e-05,7.65013761744e-05
50710-EarthLink Ltd. Communications&Intern,0.01906,0.0207488160075
43852-Kuwait Data Center Co.,7e-05,0.000263323209324
44889-Farhang Azma Communications Company ,0.00022,0.000326263389323
6661-POST Luxembourg,0.0001,0.000300370453617
1764-Next Layer Telekommunikationsdienstl,0.0,0.0
209-Qwest Communications Company LLC,2e-05,1.48058744853e-05
701-MCI Communications Services Inc. d/b,0.0,1.44492057939e-05
1299-Telia Company AB,0.05312,0.143246141081
29075-Lost Oasis SARL,0.00023,0.0
35916-MULTACOM CORPORATION,0.00044,0.000652526778645
174-Cogent Communications,0.04209,0.157475122984
204152-Orient Company for Internet Services,0.00459,0.00489395083984
209438-unknown,0.00043,0.0
41032-IQ Networks,0.00966,0.0130746067365
39386-Saudi Telecom Company JSC,0.00305,0.0450881256464
57324-Al Lawn Al Akhdar International Comp,0.00506,0.00962157554081
8447-A1 Telekom Austria AG,0.00021,0.0
1221-Telstra Managed Network Services,0.0,9.35839171361e-07
6453-TATA COMMUNICATIONS (AMERICA) INC,0.0874,0.0638593287906
20485-Closed Joint Stock Company TransTele,3e-05,0.0
207701-unknown,0.00043,0.00153423094777
1836-green.ch AG,2e-05,4.44435546109e-06
27822-Emerging Markets Communications de A,0.00034,0.0
36149-Hawaiian Telcom Services Company Inc,1e-05,2.98531166339e-05
20473-Choopa LLC,0.00021,0.00130505355729
8468-ENTANET International Limited,0.00018,0.0
200697-Dijlat Al-Khair for communications a,0.00137,1.40611831089e-05
206283-STAR SATELLITE COMMUNICATIONS COMPAN,0.0017,0.00256953702622
5416-Batelco,0.00021,0.000305785478037
3549-Level 3 Communications Inc.,2e-05,1.85828586648e-05
34636-Laser Company Ltd,0.0011,0.00130505355729
205889-Giga Nineveh for internet services L,0.00139,0.000632625391054
4134-No.31Jin-rong Street,0.0,3.53456968337e-05
206206-Kurdistan Net Company for Computer a,0.00043,0.0
206611-Provider for General Trading and Int,0.00032,0.00323141725284
7473-Singapore Telecommunications Ltd,2e-05,1.7715470596e-05
3320-Deutsche Telekom AG,0.00025,0.000540161304022
12859-BIT BV,9e-05,0.0
19036-Telesat Network Services Inc,3e-05,8.09965905197e-05
1273-Vodafone Group PLC,0.00015,7.0390453097e-06
15570-InterNAP Network Services U.K. Limit,0.00014,2.91229445958e-05
207462-unknown,0.00022,0.0
25091-IP-Max SA,0.0002,0.0
60051-unknown,0.05018,0.0330880830157
205906-SCIS,4e-05,0.0
208293-unknown,0.61551,0.542792661659
29049-Delta Telecom Ltd,0.0038,0.00100736776167
25184-Afranet,0.00011,0.000326263389323
9002-RETN Limited,0.0021,0.0139152280142
24785-Broadband Hosting B.V,0.0007,0.00118299502796
29286-SKYLOGIC S.P.A.,0.00016,0.000240090070152
31133-PJSC MegaFon,0.0,0.0
3215-Orange S.A.,0.0,0.0
13030-Init7 (Switzerland) Ltd.,2e-05,4.43333032862e-05
206610-Pindo S.a.,0.00086,0.0
50597-ScopeSky Communication and Internet ,0.01594,0.019714668613
48237-Bayanat Al-Oula For Network Services,0.01029,0.0
30781-Jaguar Network SAS,0.00021,0.0
5511-Orange S.A.,0.00949,0.00935257160367
5666-Harris CapRock Communications Inc.,0.00021,0.000185755798301
8732-OJSC Comcor,0.00021,0.0
202984-Chernyshov Aleksandr Aleksandrovich,0.00021,0.0
3491-PCCW Global Inc.,0.00153,0.00453010040426
1916-AssociaÃ§Ã£o Rede Nacional de En,1e-05,0.0
60025-2Slink GmbH,0.00113,0.000768778677396
210247-unknown,0.00085,0.00130505355729
2119-Telenor Norge AS,0.00044,0.000652526778645
45629,0.0,3.56362637436e-08
37540,0.0,7.09467882988e-05
3758,0.0,5.66938024251e-06
27884,0.0,2.13078468614e-07
29208,0.0,1.74867600479e-05
36873,0.0,2.13078468614e-07
44901,0.0,0.00020215579902
38056,0.0,9.49129859848e-06
38193,0.0,2.13078468614e-07
20771,0.0,2.13077919272e-07
52468,0.0,3.73904559691e-09
141177,0.0,2.13078468614e-07
55865,0.0,0.000100022352931
7617,0.0,8.52313874455e-07
45430,0.0,8.528935045e-07
13004,0.0,2.12333104623e-08
37619,0.0,2.13078468614e-07
37204,0.0,2.13078468614e-07
6866,0.0,2.13078468614e-07
133372,0.0,4.26156937227e-07
15932,0.0,4.26156937227e-07
715,0.0,1.15726912742e-05
18678,0.0,1.4915492803e-06
45758,0.0,8.16668333319e-07
38040,0.0,8.52313874455e-07
260,0.0,5.58312107195e-07
43260,0.0,4.58412999115e-08
11271,0.0,4.09161816839e-06
41805,0.0,0.00985507355394
44356,0.0,6.59543135238e-05
18001,0.0,2.13078468614e-07
35432,0.0,2.13078468614e-07
47123,0.0,5.79306305208e-06
207442,0.0,0.00352364460468
14745,0.0,1.22124240711e-05
37693,0.0,2.13078468614e-07
59318,0.0,8.52312409503e-07
262589,0.0,1.68168967644e-06
18809,0.0,8.52313874455e-07
36614,0.0,6.08340269593e-05
37100,0.0,2.13359391155e-06
10089,0.0,4.26156937227e-07
327899,0.0,2.13078468614e-07
57463,0.0,5.00887071936e-06
55329,0.0,2.13078468614e-07
55818,0.0,7.28161131482e-07
30990,0.0,1.60375605675e-05
212460,0.0,0.000652526778643
4788,0.0,7.22903899776e-07
9498,0.0,1.12821587714e-05
205800,0.0,0.000261010711457
203214,0.0,0.000666627772404
208341,0.0,0.000652526778643
9304,0.0,4.20728998669e-08
199861,0.0,1.15859106114e-06
64049,0.0,8.52313874455e-07
52391,0.0,4.26156937227e-07
30282,0.0,1.04969059026e-05
198949,0.0,2.02780089864e-05
12735,0.0,5.78844596419e-06
9021,0.0,1.09023411161e-05
27775,0.0,2.13078468614e-07
29791,0.0,6.71606615326e-05
21508,0.0,4.09955276635e-07
9873,0.0,2.13078468614e-07
212573,0.0,0.00261682539428
3,0.0,7.19351810192e-05
7738,0.0,4.09161766544e-06
23201,0.0,2.13078468614e-07
3292,0.0,5.11699209791e-07
12880,0.0,0.000651262234619
18403,0.0,8.52313874455e-07
8551,0.0,8.52313874455e-07
13789,0.0,0.000127966606194
63927,0.0,2.13078468614e-07
30844,0.0,6.58195947487e-06
28573,0.0,2.13078468614e-07
15739,0.0,8.52313874455e-07
47887,0.0,8.11129991052e-05
2609,0.0,5.99332154889e-07
3741,0.0,4.4118863023e-06
9822,0.0,0.000100022352931
18101,0.0,2.13078468614e-06
9000,0.0,5.79306305208e-06
8697,0.0,0.00371351037771
36932,0.0,2.95539536398e-05
42020,0.0,8.52313874455e-07
22869,0.0,2.10834390249e-07
39151,0.0,2.02747067254e-05
27814,0.0,8.52313874455e-07
6774,0.0,3.86266279949e-08
4818,0.0,2.13078468614e-07
16010,0.0,2.13078468614e-07
9930,0.0,2.85778151232e-05
45356,0.0,2.13078468614e-07
57740,0.0,2.45255139006e-05
37662,0.0,1.57454357387e-05
9121,0.0,0.00122083113578
55805,0.0,2.13078468614e-07
208428,0.0,0.000978790167969
39356,0.0,7.1444537808e-05
51903,0.0,0.000799290537945
37002,0.0,2.13078468614e-07
37705,0.0,2.13078468614e-07
9329,0.0,2.13078468614e-07
48642,0.0,6.95131619863e-05
9038,0.0,4.26156937227e-07
8346,0.0,2.13078468614e-07
48910,0.0,9.72050828582e-06
45204,0.0,2.13078468614e-07
57187,0.0,0.000980135244262
24753,0.0,5.69477915909e-05
7303,0.0,2.33958484068e-07
6768,0.0,0.000799290537945
42961,0.0,8.52313874455e-07
5438,0.0,5.99332154889e-07
137187,0.0,4.26156937227e-07
27759,0.0,2.13078468614e-07
15808,0.0,1.21388428304e-05
33667,0.0,1.06539234307e-06
33666,0.0,4.26156937227e-07
36925,0.0,4.26156937227e-07
17882,0.0,2.13078468614e-07
204798,0.0,0.000261010711457
15802,0.0,0.00098034832273
210095,0.0,0.000261010711457
23520,0.0,8.04290097559e-07
45650,0.0,2.13078468614e-07
7922,0.0,2.32989600294e-06
8100,0.0,5.41619867401e-06
18209,0.0,4.26156937227e-07
23889,0.0,8.52313874455e-07
45498,0.0,2.13078468614e-07
55944,0.0,2.13078468614e-07
4775,0.0,1.70462774891e-06
9260,0.0,2.13078468614e-07
4609,0.0,8.52313874455e-07
24309,0.0,2.13078468614e-07
12975,0.0,2.13078468614e-07
14259,0.0,8.52313874455e-07
12182,0.0,9.23535613775e-06
12180,0.0,5.71296079051e-05
55836,0.0,8.52313874455e-07
57293,0.0,2.13078468614e-07
10094,0.0,2.13078468614e-07
11081,0.0,4.26156937227e-07
8529,0.0,6.39238904177e-07
3209,0.0,6.16863265734e-06
33771,0.0,2.13078468614e-07
13984,0.0,6.08340269593e-05
37271,0.0,6.11546052888e-06
55410,0.0,1.07412449006e-05
4651,0.0,1.87160913068e-07
31126,0.0,8.52313874455e-07
262206,0.0,4.26156937227e-07
17941,0.0,4.79464341529e-06
45489,0.0,3.57248118656e-07
58717,0.0,2.13078468614e-07
19324,0.0,0.000652526778643
34549,0.0,6.1960075136e-06
58453,0.0,2.26683040367e-07
4766,0.0,6.81929510798e-08
201935,0.0,1.42889075616e-05
45558,0.0,2.13078468614e-07
263779,0.0,2.13078468614e-07
38082,0.0,8.52313874455e-07
17557,0.0,1.4915492803e-06
8151,0.0,2.13078102376e-07
43836,0.0,0.010926970998
10481,0.0,4.47753178704e-07
13101,0.0,6.91245757686e-08
10075,0.0,2.13078102376e-07
17501,0.0,4.26156937227e-07
37282,0.0,4.26156204751e-07
27895,0.0,2.13078468614e-07
33489,0.0,4.26156937227e-07
27947,0.0,8.52313874455e-07
24482,0.0,4.8123333026e-05
58601,0.0,4.26156937227e-07
136039,0.0,4.26156937227e-07
133385,0.0,2.13078468614e-07
44735,0.0,1.06539234307e-06
9299,0.0,8.52313874455e-07
23243,0.0,2.13078468614e-07
4755,0.0,1.34761080024e-05
4809,0.0,9.33028454516e-08
37076,0.0,6.59543135238e-05
327934,0.0,3.86253686275e-07
46650,0.0,2.13078468614e-07
12180-Internap Network Services Corporatio,0.00075,0.000111649796516
99999-JM,0.0,0.0
8447-A1 Telekom Austria AG,6e-05,0.0
20764-CJSC RASCOM,3e-05,0.0
2914-NTT America Inc.,0.00207,0.00188225087695
6453-TATA COMMUNICATIONS (AMERICA) INC,0.00121,0.00114113354453
16735-ALGAR TELECOM S/A,0.00024,0.0
57866-Fusix Networks B.V.,3e-05,0.0
8473-Bahnhof Internet AB,0.0006,0.000637624558689
12956-Telefonica International Wholesale S,0.00028,2.66231548513e-06
30689-FLOW,0.07346,0.0937308101274
2516-KDDI CORPORATION,0.00018,2.68863892025e-06
29075-Lost Oasis SARL,8e-05,0.0
3257-GTT Communications Inc.,0.09372,0.0790746381573
577-Bell Canada,0.00031,0.000110412705871
20485-Closed Joint Stock Company TransTele,2e-05,0.0
6939-Hurricane Electric Inc.,0.0182,0.010345547322
62-CyrusOne LLC,0.00062,0.000376703162825
35280-ACORUS NETWORKS SAS,2e-05,0.0
13101-ennit server GmbH,2e-05,0.000112025577709
61218-FM GROUP WORLD Artur Trawinski Sp.zo,0.00025,0.000301884911363
11164-Internet2,3e-05,0.0
7018-AT&T Services Inc.,0.00062,0.000637624558689
2828-MCI Communications Services Inc. d/b,0.00114,0.000829168791307
6762-TELECOM ITALIA SPARKLE S.p.A.,0.00041,4.19223321555e-05
3491-PCCW Global Inc.,0.06568,0.116990203191
46844-Sharktech,0.00125,0.00127524911738
3267-State Institute of Information Techn,3e-05,0.0
42-WoodyNet,0.00012,0.000123960067895
3320-Deutsche Telekom AG,1e-05,1.57992148998e-06
3356-Level 3 Communications Inc.,0.00404,0.00588343694259
2497-Internet Initiative Japan Inc.,0.00013,3.32842675813e-06
58057-TeleMontazh Ltd.,0.00032,0.000310041722365
286-KPN B.V.,7e-05,2.04078872031e-06
52320-GlobeNet Cabos Submarinos Colombia S,7e-05,0.0
10278-Cable & Wireless (Barbados) Limited,0.00849,0.0086079315423
10292-ASN-CWJAMAICA,0.04099,0.0411267840355
8468-ENTANET International Limited,5e-05,0.0
15412-Reliance Globalcom Limited,8e-05,3.98090116351e-06
24961-myLoc managed IT AG,0.00011,0.000254924902162
7545-TPG Telecom Limited,1e-05,6.07335396503e-06
20562-Broadband Hosting B.V,3e-05,0.0
7473-Singapore Telecommunications Ltd,4e-05,0.00013482648093
2603-NORDUnet,2e-05,0.0
59689-Keyade SAS,3e-05,0.0
6830-Liberty Global Operations B.V.,0.11858,0.098682716852
1916-AssociaÃ§Ã£o Rede Nacional de En,7e-05,0.0
8732-OJSC Comcor,3e-05,0.0
35788-Forcepoint Cloud Ltd,1e-05,0.0
3303-Swisscom (Switzerland) Ltd,0.00041,0.0
51531-DE-CIX Management GmbH,0.00021,6.31890249598e-05
9002-RETN Limited,0.0003,0.0
1836-green.ch AG,5e-05,8.68571308419e-06
21320-GEANT Limited,0.00012,0.0
1273-Vodafone Group PLC,0.00041,0.000245957203623
12552-IP-Only Networks AB,2e-05,0.0
4230-CLARO S.A.,0.00011,0.0
6661-POST Luxembourg,7e-05,0.0
13030-Init7 (Switzerland) Ltd.,3e-05,7.0447390508e-05
701-MCI Communications Services Inc. d/b,0.00065,0.000403698220455
206610-Pindo S.a.,0.0039,0.0
1299-Telia Company AB,0.1163,0.353291005078
2647-Societe Internationale de Telecommun,0.0199,0.00380179306792
12182-Internap Network Services Corporatio,0.00038,1.8048883431e-05
7922-Comcast Cable Communications LLC,0.00013,9.0156034182e-05
33576-ASN-Digicel,0.01185,0.0109433040516
30781-Jaguar Network SAS,3e-05,0.0
5511-Orange S.A.,0.01301,0.0145221245347
174-Cogent Communications,0.00232,0.00453686055374
8218-Zayo France SAS,1e-05,0.0
12874-Fastweb SpA,2e-05,0.0
852-TELUS Communications Inc.,0.00017,1.67795936497e-05
33891-Core-Backbone GmbH,8e-05,0.000181271675545
23520-Columbus Networks USA Inc.,0.51843,0.531141257388
6461-Zayo Bandwidth,0.16798,0.0814403785454
9121,0.0,2.66270933479e-06
4004,0.0,0.00040707135027
64067,0.0,2.49977173184e-08
38195,0.0,5.46935285774e-08
5583,0.0,0.00088514218499
198605,0.0,6.21925277201e-09
4862,0.0,0.00152984004907
10282,0.0,0.000496582099757
260,0.0,1.08584684926e-06
29208,0.0,3.4174804846e-05
51375,0.0,1.890623802e-05
14745,0.0,2.38670404456e-05
13335,0.0,1.97522960559e-07
32787,0.0,9.87587746326e-08
6853,0.0,0.00143345488062
702,0.0,7.399606922e-05
9498,0.0,2.13636534221e-05
4657,0.0,0.000787562627975
30282,0.0,2.05143611352e-05
4805,0.0,0.000218841968093
3292,0.0,1.50003950874e-06
34984,0.0,9.36658102169e-07
13789,0.0,0.000250088282877
45671,0.0,4.35618877896e-08
30844,0.0,3.09171717276e-05
3741,0.0,1.88237902992e-05
18101,0.0,3.55376634193e-06
57187,0.0,2.63184554996e-06
4755,0.0,2.74821080237e-05
6505,0.0,1.03509332228e-05
3758,0.0,7.25274849048e-05
1221,0.0,2.91624828384e-05
4637,0.0,5.88254336873e-05
48910,0.0,1.89970281951e-05
26337,0.0,6.86072809725e-07
39386,0.0,4.04803583906e-06
15802,0.0,2.63184554996e-06
17359,0.0,1.79520071903e-09
8100,0.0,1.58775152331e-05
29791,0.0,0.000131253731104
14813,0.0,0.000185116807362
37271,0.0,7.8588201817e-06
55410,0.0,2.09918788428e-05
36937,0.0,3.09025733003e-05
15570,0.0,5.69156862318e-05
58453,0.0,0.000193113356688
17941,0.0,1.40554341606e-05
37474,0.0,1.02617586006e-05
58299,0.0,2.41425754351e-08
7474,0.0,2.79717269279e-05
2874,0.0,0.00150173614049
209,0.0,1.18949484343e-05
200612,0.0,2.93356339432e-06
34549,0.0,0.000249131448765
3549,0.0,3.83968286584e-06
2914-NTT America Inc.,0.002,0.0068651347124
12975-Palestine Telecommunications Company,0.01269,0.0139222018393
59605-MENA LEVANT W.L.L,0.13604,0.145026814506
3216-PJSC "Vimpelcom",0.0,0.0
6939-Hurricane Electric Inc.,0.00082,0.0140083153166
2856-British Telecommunications PLC,0.00041,0.000778363840927
61218-FM GROUP WORLD Artur Trawinski Sp.zo,0.0001,0.000187459202014
9038-Batelco Jordan,0.01265,0.0162453816268
198385-AlpineDC SA,0.0001,0.0
32787-Akamai Technologies Inc.,0.00026,0.000396084017512
20562-Broadband Hosting B.V,2e-05,0.0
34984-TELLCOM ILETISIM HIZMETLERI A.S.,0.00016,0.000304440069287
49792-IONIC SPOLKA Z OGRANICZONA ODPOWIEDZ,0.01655,0.0126701095902
2516-KDDI CORPORATION,7e-05,1.39128656739e-06
4657-Singapore Government Network AS,0.00024,0.000395940924694
4230-CLARO S.A.,7e-05,0.0
701-MCI Communications Services Inc. d/b,2e-05,1.35773763414e-07
8218-Zayo France SAS,1e-05,0.0
20764-CJSC RASCOM,3e-05,3.47111032321e-09
43531-IX Reach Ltd,0.00036,0.0
8376-Jordan Data Communications Company L,0.00384,0.00616122350035
60725-O3b Sales BV,0.00024,8.44120900753e-06
43515-Google Ireland Limited,0.00018,3.35848658632e-05
36086-Telx,2e-05,3.67253826896e-05
6762-TELECOM ITALIA SPARKLE S.p.A.,0.00454,0.00379789155105
3491-PCCW Global Inc.,0.00096,0.00133819739087
35819-Bayanat Al-Oula For Network Services,0.00014,0.000368817235537
8966-Emirates Telecommunications Corporat,0.00071,0.00205314495853
58057-TeleMontazh Ltd.,0.00013,0.00019252427557
3257-GTT Communications Inc.,0.08608,0.0999793416651
6663-Euroweb Romania S.A.,0.00013,0.000558749403536
35753-Integrated Telecom Co. Ltd,0.00116,0.00206279145964
15412-Reliance Globalcom Limited,3e-05,0.000578397918919
50670-VTEL HOLDINGS LIMITED/JORDAN CO.,0.00575,0.00627205109374
28917-LLC "TRC FIORD",0.0,0.0
4637-Telstra Global - Customer AS Number,1e-05,3.20405826586e-05
18881-TELEFÃNICA BRASIL S.A,1e-05,0.0
9498-BHARTI Airtel Ltd.,1e-05,9.19196503913e-06
16265-LeaseWeb Network B.V.,0.0,0.0
33891-Core-Backbone GmbH,0.0001,7.03033361021e-06
8758-Iway AG,3e-05,0.0
7474-Optus Vision,4e-05,1.69146523489e-06
99999-JO,0.0,0.0
3267-State Institute of Information Techn,3e-05,0.0
203217-Horizon Scope Mobile Telecom WLL,1e-05,0.0
12956-Telefonica International Wholesale S,0.00012,3.97104378215e-05
3910-Qwest Communications Company LLC,0.00015,0.000260733550306
8697-Jordan Telecommunications Company,0.56795,0.478133549105
2828-MCI Communications Services Inc. d/b,2e-05,2.0526995716e-05
7922-Comcast Cable Communications LLC,2e-05,2.73314449974e-06
21277-Newroz Telecom Ltd.,0.0,0.0
21320-GEANT Limited,0.00097,0.00158376369878
3356-Level 3 Communications Inc.,0.08949,0.135735527442
2497-Internet Initiative Japan Inc.,7e-05,1.7223567673e-06
286-KPN B.V.,2e-05,0.000119393972652
52320-GlobeNet Cabos Submarinos Colombia S,0.00012,0.0
48832-Linkdotnet-Jordan,0.03333,0.0495830759387
4826-Vocus Communications,7e-05,4.38473634076e-05
8468-ENTANET International Limited,0.00012,0.0
5384-Emirates Telecommunications Corporat,0.00026,0.000395940924694
24961-myLoc managed IT AG,4e-05,0.00015829879843
6830-Liberty Global Operations B.V.,4e-05,6.67095964754e-08
32748-Steadfast,0.00024,0.000312842212104
6661-POST Luxembourg,4e-05,9.11295590071e-05
6461-Zayo Bandwidth,0.00041,0.000543415996532
209-Qwest Communications Company LLC,9e-05,0.000137900869049
12200-Rackspace Hosting,0.00013,0.000104780405331
1299-Telia Company AB,0.00687,0.0993040715313
15169-Google LLC,0.00075,0.000383199790538
174-Cogent Communications,0.07841,0.123986745156
2852-CESNET z.s.p.o.,0.0,0.0
29684-Nour Communication Co.Ltd - Nournet,0.00029,0.000368817235537
39386-Saudi Telecom Company JSC,0.00011,0.000137493089752
5713-Telkom SA Ltd.,0.0,0.0
